,OBJRANK,WEIGHT(KG),FARM,FARMER/REPRESENTATIVE,REGION,SCORE,VARIETY,PROCESS,NUMRANK,HIGH_BID,TOTAL_VALUE,BUYERS,COUNTRY,YEAR
3669,1A,180.0,La Flor 2017 – {ORG},Juan Heredia Sanchez,"Jaén, Cajamarca",92.25,,,1,100.09,37512.73,"Maruyama Coffee, Campos Coffee, TOA Coffee, Sarutahiko Coffee",Peru,2017
3670,1B,150.0,La Flor 2017 – {ORG},Juan Heredia Sanchez,"Jaén, Cajamarca",92.25,,,1,100.1,33102.07,"Time’s Club, Coffee Libre, Tashiro Coffee, Cafe Verde (Peru)",Peru,2017
3671,2A,180.0,El Cerro 2017 – {ORG},Efrain Carhuallocllo Salvador,"San Ignacio, Cajamarca",90.61,,,2,51.4,19264.21,"MadCap, George Howell Coffee, Intelligentsia, Single O, Terarosa, Maruyama",Peru,2017
3672,2B,150.0,El Cerro 2017 – {ORG},Efrain Carhuallocllo Salvador,"San Ignacio, Cajamarca",90.61,,,2,50.3,16633.71,Kyokuto Fadie Corporation,Peru,2017
3673,3A,180.0,San Pedro – El Shimir 2017 -…,Fredy Bermeo Guevara,"San Ignacio, Cajamarca",90.48,,,3,35.2,13968.42,MATSUMOTO COFFEE,Peru,2017
3674,3B,180.0,San Pedro – El Shimir 2017 -…,Fredy Bermeo Guevara,"San Ignacio, Cajamarca",90.48,,,3,35.2,12416.45,Caffe’ Pascucci Torrefazione S.P.A.,Peru,2017
3675,4A,180.0,San Antonio 2017,Marco Antonio Montes Damiano,"Chanchamayo, Junin",90.41,,,4,18.7,7297.11,MOMOS COFFEE,Peru,2017
3676,4B,150.0,San Antonio 2017,Marco Antonio Montes Damiano,"Chanchamayo, Junin",90.41,,,4,19.09,6312.87,"Orsir Coffee Co., Ltd.",Peru,2017
3677,5A,210.0,Las Orquideas 2017 – {ORG},Tito Huamán Salon,"Chachapoyas, Amazonas",90.11,,,5,18.2,7342.79,"UCC Ueshima Coffee Co., Ltd.",Peru,2017
3678,5B,180.0,Las Orquideas 2017 – {ORG},Tito Huamán Salon,"Chachapoyas, Amazonas",90.11,,,5,18.13,7194.53,Ascension Coffee Roasters,Peru,2017
3679,6,360.0,Finca Ecológica Agua Colorada…,Filadelpo Córdova Mejia,"Jaén, Cajamarca",89.77,,,6,49.6,37178.67,"Café Imports, Namusairo Coffee, Roast House Coffee, & Passenger Coffee.",Peru,2017
3680,7,270.0,Mandor 2017 – {ORG},Gerardo Quispe Carrasco,"La Covencion , Cusco",89.27,,,7,17.3,9687.48,Campos Coffee,Peru,2017
3681,8,390.0,Oropesa 2017,Cruz Rodriguez Ortiz,"Satipo, Junin",88.7,,,8,12.1,9683.39,Coffee Supreme,Peru,2017
3682,9,300.0,Kukipata 2017 – {ORG},Cristobal Palomino Castro,"La Convencion, Cusco",88.68,,,9,10.89,7130.55,Terarosa (Haksan Co.Ltd),Peru,2017
3683,10,330.0,Palmachayucc 2017 – {ORG},Américo Palomino Alanya,"La Convencion, Cusco",88.52,,,10,14.01,10038.31,Caravela Coffee,Peru,2017
3684,11,330.0,El Roble 2017,Mario Jesús Rufasto Zulueta,"Chota, Cajamarca",87.43,,,11,10.4,7566.31,"Tashiro Coffee Co., Ltd",Peru,2017
3685,12,270.0,Vista Hermosa 2017 – {FTO/RAO},Alfonso Tejada Iberico,"Rodriguez De Mendoza, Amazonas",87.3,,,12,13.1,7220.2,Kyokuto Fadie Corporation,Peru,2017
3686,13,390.0,Don Juan 2017,Juan Manuel Diaz Muñoz,"Jaén, Cajamarca",87.27,,,13,9.0,7539.84,"Wataru & Co., Ltd.",Peru,2017
3687,14,330.0,La Palma 2017 – {ORG},Charles Marlon Arbildo Parra,"San Ignacio , Cajamarca",87.18,,,14,16.3,11499.32,Kyokuto Fadie Corporation,Peru,2017
3688,15,330.0,Las Pircas 2017,Nerio Collantes Herrera,"Moyobamba, San Martin",87.09,,,15,9.3,6684.0,"Wataru & Co., Ltd.",Peru,2017
3689,16,330.0,El Shimir 2017 – {RAO},Marvin Charles Ramos Chinc,"San Ignacio, Cajamarca",86.55,,,16,10.1,7125.35,UCC Coffee UK,Peru,2017
3690,17,420.0,Santa Sofia 2017,Eluterio Bolaños Torrecillas,"Satipo, Junin",86.34,,,17,12.3,11009.48,"WATARU FOR St.berry Coffee, Marumi Coffee, COFFEE FACTORY, AMAMERIA ESPRESSO, Philocoffea",Peru,2017
3691,18,900.0,Monte Rey 2017,Felix Cachay Cueva,"Chanchamayo, Junin",86.16,,,18,9.0,17559.9,UCC Coffee UK,Peru,2017
3692,19,420.0,Finca Rojas 2017,Saúl Rojas Malpartida,"Satipo, Junin",86.0,,,19,9.9,8621.22,"Wataru & Co., Ltd.",Peru,2017
3693,1A,600.0,Twumba Coffee,Yandagiye Marthe,"Karongi, Twumba",90.53,Bourbon,Washed,1,18.7,24709.06,"Maruyama Coffee, Sarutahiko Coffee, Good Boy Bob Coffee (USA), Difference Coffee (UK)",Rwanda,2018
3694,1B,600.0,Twumba Coffee,Yandagiye Marthe,"Karongi, Twumba",90.53,Bourbon,Washed,1,18.2,24048.39,Campos Coffee,Rwanda,2018
3695,2A,240.0,Coperative Mayogi,Nikuze Marie Rose,"Gicumbi, Muko",90.06,Bourbon,Washed,2,9.0,4960.44,Ascension Coffee Roasters,Rwanda,2018
3696,2B,240.0,Coperative Mayogi,Nikuze Marie Rose,"Gicumbi, Muko",90.06,Bourbon,Washed,2,9.1,5015.56,Nippon Coffee Trading,Rwanda,2018
3697,3A,450.0,Murundo cws,Sibomana Siliaque,"Nyamasheke, Gihombo",90.03,Bourbon,Washed,3,8.0,8074.24,"Intelligenstia, Puff Coffee, Carrboro Coffee, Willoughby’s Coffee, Single Origin",Rwanda,2018
3698,3B,450.0,Murundo cws,Sibomana Siliaque,"Nyamasheke, Gihombo",90.03,Bourbon,Washed,3,8.1,8175.17,Dragonfly Coffee Roasters,Rwanda,2018
3699,4,900.0,Nyagatare Washing Station-Mahe,Karaemangingo Alex,"Nyamasheke, Mahembe",89.56,Bourbon,Washed,4,7.7,15345.95,Wataru & Co Ltd.,Rwanda,2018
3700,5,1050.0,Cocan-Kabuga,Murekezisam James,"Nyamasheke, Karambi",89.53,Bourbon,Washed,5,7.0,16358.3,Kaffebrenneriet As,Rwanda,2018
3701,6,750.0,Rwacof-Mashesha,Hategekimana Louis,Rusizi Mashesha,89.44,Bourbon,Washed,6,6.1,10094.22,Wataru & Co Ltd,Rwanda,2018
3702,7,630.0,Impexcor-Busanze,Nkurunziza Chadrak,Nyaruguru Busanze,89.31,Bourbon,Washed,7,7.3,10243.65,"Revelator Coffee, George Howell Coffee",Rwanda,2018
3703,8,840.0,Kopakama/Mushubati,Mukabideli Marie Grace,Rutsiro Mushubati,88.94,Bourbon,Washed,8,7.5,13667.55,Kyokuto Fadie Corporation,Rwanda,2018
3704,9,810.0,Coopac/Kigeyo CWS,Mukabideli Fikili,Rutsiro Kigeyo,88.92,Bourbon,Washed,9,6.2,10893.9,Fukuei Coffee,Rwanda,2018
3705,10,780.0,Koakaka-Karambi,Muhaweniman Fidele,Huye Kigoma,88.69,Bourbon,Washed,10,5.7,9738.91,Ogawa Coffee,Rwanda,2018
3706,11,990.0,Kabila Coffee,Ndayambaj E Siliro,Gakenke Coko,87.74,Bourbon,Washed,11,5.5,11847.72,"MOMOS COFFEE, BLACKUP COFFEE, IN EARTH COFFEE, MAVIS COFFEE, VENUS COFFEE",Rwanda,2018
3707,12,870.0,Dallas Investment Ltd (Kalisimbi),Bitwayiki J Nepo,Gicumbi Nyamiyaga,87.71,Bourbon,Washed,12,5.5,10718.84,Honu Kato Coffee Inc.,Rwanda,2018
3708,13,840.0,Kinazi Coffee/Simbi Coffee Invest,Kananira,Huye Kinazi,87.65,Bourbon,Washed,13,5.5,10311.68,Campos Coffee,Rwanda,2018
3709,14,900.0,Buliza CWS,Gatera Calixte,Rulindo Bulega,87.65,Bourbon,Washed,14,5.5,10831.65,Brulierie du Quai,Rwanda,2018
3710,15,900.0,Impexcor-Kiyumba,Hakuzimana Ildefonse,Muhanga Kiyumba,87.62,Bourbon,Washed,15,5.5,10743.1,Honu Kato Coffee Inc.,Rwanda,2018
3711,16,780.0,Dormans/Manyana,Siniremera P Claver,"Kamonyi, Kayumbo",87.62,Bourbon,Washed,16,5.5,9627.59,"Coffee Libre, Times Club",Rwanda,2018
3712,17,870.0,Simbi Coffee,Bucyana Viateur,"Huye, Simbi",87.62,Bourbon,Washed,17,5.5,10469.75,Honu Kato Coffee Inc.,Rwanda,2018
3713,18,870.0,Muyongwe/CBC CWS,Nzagiramungu Ildephonse,"Gakenke, Muyongwe",87.59,Bourbon,Washed,18,5.5,10432.73,Kaffebrenneriet As,Rwanda,2018
3714,19,990.0,Coperative Abahuzamugambi ba,Haganj E Remmy,"Huye, Huye",87.59,Bourbon,Washed,19,5.5,11890.18,Honu Kato Coffee Inc.,Rwanda,2018
3715,20,840.0,RTC-Gatare,Bazimaziki Joel,"Nyamasheke, Karambi",87.59,Bourbon,Washed,20,5.5,10112.58,Dragonfly Coffee Roasters,Rwanda,2018
3716,21,690.0,Dukundekawa-Mbilima,Nyirisenge Celestin,"Ruli, Mbilima",87.35,Bourbon,Washed,21,5.5,8691.48,Ascension Coffee Roasters,Rwanda,2018
3717,22,900.0,Cocatu-Nyirabirori,Ndahayo Liberate,Rulindo Tumba,87.29,Bourbon,Washed,22,5.5,10823.12,Honu Kato Coffee Inc.,Rwanda,2018
3718,23,900.0,Ibisi Mountain Coffee,Uwitonze Chantal,"Huye, Maraba",87.29,Bourbon,Washed,23,5.5,11032.89,Honu Kato Coffee Inc.,Rwanda,2018
3719,24,960.0,Gitega Hills Coffee,Mugenzi Emmanuel,Nyamagebe Cyanika,87.24,Bourbon,Washed,24,5.5,11604.01,Wataru for SAZA COFFEE,Rwanda,2018
3720,25,780.0,Dukundekawa-Abanozaka,Mukahigiro Thacienne,Gakenke Ruli,86.85,Bourbon,Washed,25,5.5,9479.64,Honu Kato Coffee Inc.,Rwanda,2018
3721,26,930.0,Abakundajawa Rushashi,Mukahigiro Thacienne,"Gakenke, Rushahshi",86.79,Bourbon,Washed,26,5.5,11343.31,Honu Kato Coffee Inc.,Rwanda,2018
3722,27,1080.0,Mugeyo CWS,Nsengumuremyi Joram,Nyamasheke Kanjongo,86.62,Bourbon,Washed,27,5.5,13260.34,"Wataru & Co., Ltd",Rwanda,2018
3723,28,1200.0,Rwacof-Nyakarenzo,Hakizimfura Aniceth,"Nyamasheke, Nyakarenzo",86.62,Bourbon,Washed,28,5.5,14671.75,32CUP N.V.,Rwanda,2018
3724,1,900.0,Muyongwe Coffee,Elias Rwiririza,"Muyongwe, Gakenke, North",90.42,,,1,30.6,60782.62,SAZA COFFEE (JAPAN),Rwanda,2015
3725,2,930.0,Mahembe/Nyagatare,Alexis Karemangingo,"Mahembe, Nyamasheke, West",90.13,,,2,26.5,53222.86,Starbucks Coffee Trading Company,Rwanda,2015
3726,3,810.0,Muhondo Coffee,Devotha Nyiramahoro,"Muhondo, Gakenke, North",89.89,,,3,18.5,32913.9,"Maruyama Coffee, Yamada Coffee, Uchida Coffee",Rwanda,2015
3727,4,810.0,Maraba I Cyarumbo/Rwashoscco,Clauthilde Nyiraminani,"Maraba, Huye, South",89.58,,,4,7.0,12284.16,Starbucks Coffee Trading Company,Rwanda,2015
3728,5,930.0,COOPAC/Gakenke,Epimaque Habyarimana,"Muyongwe, Gakenke, North",89.21,,,5,7.88,15982.61,"Time’s Club, Your Coffee, Tashiro Coffee, TOA Coffee (JAPAN) // Coffee Libre (KOREA)",Rwanda,2015
3729,6,900.0,KOAKAKA Karambi/Rwashossco,Philippe Ntakirutimana,"Kigoma, Huye, South",89.05,,,6,7.9,14211.86,Allegro Coffee Company,Rwanda,2015
3730,7,900.0,Simbi Coffee,JMV Nkurikiyumukiza,"Simbi, Huye, South",88.89,,,7,20.0,38933.6,WATARU for SHRUB,Rwanda,2015
3731,8,930.0,Murundo CWS (Tuecher Invest…,Cyriaque Sibomana,"Mahembe, Nyamasheke, West",88.37,,,8,6.0,12579.54,CHOI Coffee Roasters Company,Rwanda,2015
3732,9,840.0,MICOF Muyange CWS,Anastase Muhizi,"Nyabitekeri, Nyamasheke, West",87.34,,,9,8.22,15204.37,Starbucks Coffee Trading Company,Rwanda,2015
3733,10a,810.0,KOPAKAMA,Hakizimana Venuste,"Mushubati, Rutsiro, West",86.92,,,10,6.0,10436.7,"NAGAHAMA COFFEE Inc., MAGNOLIA COFFEE ROASTERS",Rwanda,2015
3734,10b,930.0,Rwamatamu CWS,Gaston Rutagamba,"Gihombo, Nyamasheke, West",86.92,,,10,6.0,12143.04,Campos Coffee,Rwanda,2015
3735,10c,810.0,Rwacof/Nyamyumba CWS,Theogene Bizimana,"Nyamyumba, Rubavu, West",86.92,,,10,5.8,10702.57,"TASHIRO COFFEE Co.,Ltd",Rwanda,2015
3736,13,900.0,Nyakibanda Green Coffee,Venuste Ntezimana,"Gishamvu, Huye, South",86.87,,,13,7.1,14087.54,"Latorre & Dutch Asia, MQ Coffee, AELEEN COFFEE, OPIKR COFFEE ROASTERS (CHINA)",Rwanda,2015
3737,14,840.0,KOAKAKA Karambi /Rwashossco,Marie Claire Munganyinka,"Kigoma, Huye, South",86.79,,,14,6.1,11847.85,WATARU for OGAWA COFFEE,Rwanda,2015
3738,15a,930.0,Abateraninkunga Sholi,Cyprien Gasirabo,"Cyeza, Muhanga, South",86.68,,,15,5.9,11771.56,honuKATOCOFFEE Inc.,Rwanda,2015
3739,15b,780.0,COCAGI /Rwashoscco,Andre Mayorwa,"Nzahaha, Rusizi, West",86.68,,,15,5.9,10132.66,InterAmerican Coffee GmbH,Rwanda,2015
3740,17,960.0,Murundo CWS (Tuecher Invest…,Elyse Rugambarara,"Mahembe, Nyamasheke, West",86.29,,,17,5.7,11535.89,Kaffebrenneriet as,Rwanda,2015
3741,18a,870.0,Mahembe/Nyagatare CWS,Aloys Ngamije,"Mahembe, Nyamasheke, West",86.21,,,18,5.8,11009.44,Kyokuto Fadie Corporation,Rwanda,2015
3742,18b,840.0,Rwacof/Nyamyumba CWS,Jerome Zunguruka,"Nyamyumba, Rubavu, West",86.21,,,18,5.6,9950.75,"Nippon Coffee Trading Co.,Ltd",Rwanda,2015
3743,20,900.0,Maraba III Sovu/Rwashoscco,Ferdinand Ufiteyezu,"Huye, Huye, South",86.11,,,20,6.08,12063.69,"Mercanta The Coffee Hunters for Origin Coffee Roasting (South Africa), Small Batch Coffee (UK), Bewleys Coffee (UK), Climpson & Sons (UK) and Taylor Street Baristas (UK)",Rwanda,2015
3744,21,810.0,Dukundekawa…,Augustin Ruabagisha,"Ruli, Gakenke, North",85.97,,,21,5.61,9943.78,"Wataru & Co., Ltd.",Rwanda,2015
3745,22,870.0,COOPAC/Nyabumera,Chantal Mukangendo,"Mahembe, Nyamasheke, West",85.87,,,22,6.08,11634.75,"Wataru & Co., Ltd.",Rwanda,2015
3746,23,840.0,MICOF KIRAMBO,Deo Dratias Bagaragaza,"Kanjongo, Nyamasheke, West",85.74,,,23,5.71,10272.12,"Wataru & Co., Ltd.",Rwanda,2015
3747,24,810.0,COOPAC/Kirorero,Raphael Sebasaza,"Boneza, Rutsiro, West",85.0,,,24,5.5,9748.8,"Suzhou Chausson Coffee Trading Co, Ltd. (CHINA)",Rwanda,2015
3748,1,660.0,CFC Muhondo,Terimbere kawa yacu,"Muhondo, Gakenke, North",91.0,,,1,37.1,50122.1,"Time’s Club, Coffee Libre, Kyokuto Fadie Corporation, TASHIRO COFFEE Co.,Ltd.",Rwanda,2014
3749,2,660.0,CWS Muyongwe/Sotkamu,Urimubenshi Antoine,"Muyongwe, Gakenke, North",90.69,,,2,26.2,36653.8,Wataru for TAKAMURA COFFEE ROASTERS,Rwanda,2014
3750,3,360.0,Ruvumbu CWS,Abaryoshyakawa coop.,"Gihombo, Nyamasheke, Western",90.59,,,3,13.4,10478.8,"Maruyama Coffee, Branch Coffee, Yamada Coffee",Rwanda,2014
3751,4,540.0,Vunga coffee,Vunga Coffee Coop.,"Jomba, Nyabihu, Western",89.97,,,4,11.1,12898.2,Campos Coffee,Rwanda,2014
3752,5,330.0,Nyagatare/Mahembe,Mr.Justin MUSABYIMANA,"Mahembe, Nyamasheke, Western",89.91,,,5,14.1,10194.3,"Terarosa Coffee, Coffeejumbbang, BELIEFCOFFEE (Korea)",Rwanda,2014
3753,6,540.0,KOAKAKA (I),KOAKAKA/KARAMBI,"Kigoma, Huye, South",89.75,,,6,9.5,11124.5,Brûlerie du Quai,Rwanda,2014
3754,7,540.0,KCC/Gashonga coffee,Gashonga coffee coop.,"Rwimbogo, Rusizi, Western",89.44,,,7,8.7,10100.7,Maruyama Coffee,Rwanda,2014
3755,8,600.0,CWS Musasa/Ruli,Coop Dukundekawa,"Ruli, Gakenke, North",89.13,,,8,8.1,10594.8,NAGAHAMA COFFEE Inc.,Rwanda,2014
3756,9,690.0,KCC/Gisuma coffee,Gisuma coffee coop.,"Giheke, Rusizi, Western",88.97,,,9,8.1,12093.3,"TOA COFFEE Co.,Ltd",Rwanda,2014
3757,10,600.0,COOPAC Kirorero,RWAKAGARA NZUNGIZE,"Boneza, Rutsiro, Western",88.84,,,10,7.7,10079.3,"Ipsento Coffee, Coffee Tree Roasters",Rwanda,2014
3758,11,540.0,CWS Rushashi,Coop Abakundakawa Rushashi,"Rushashi, Gakenke, North",87.24,,,11,8.1,9225.9,Kaffebrenneriet as,Rwanda,2014
3759,12,600.0,Sacof Rulindo,KAGIMBANYI UWIMBABAZI Maggy,"Bushoki, Rulindo, North",87.12,,,12,6.0,7680.0,Cultivar Coffee South Africa,Rwanda,2014
3760,13,420.0,RWATANO,RUBAYIZA Aloys,"Gisagara, Gisagara, South",86.76,,,13,6.9,6023.7,Kyokuto Fadie Corporation,Rwanda,2014
3761,14,570.0,COOPAC Kabirizi,RWAKAGARA NZUNGIZE,"Kivumu, Rutsiro, Western",86.65,,,14,5.5,6748.5,honuKATOCOFFEE Inc.,Rwanda,2014
3762,15,480.0,CAFERWA Gafunzo/Gishugi (I),Mr. Faustin MBUNDU,"Shangi, Nyamasheke, Western",86.65,,,15,5.8,5974.0,"Wataru & Co., Ltd",Rwanda,2014
3763,16,690.0,CAFERWA Gafunzo/Gishugi (II),Mr. Faustin MBUNDU,"Shangi, Nyamasheke, Western",86.59,,,16,5.6,8400.0,CAFFE PASCUCCI S.p.A.,Rwanda,2014
3764,17,570.0,Abateraninkunga,Abateraninkunga / Sholi,"Cyeza, Muhanga, South",86.5,,,17,5.6,6860.0,Wataru for SHRUB,Rwanda,2014
3765,18,1050.0,COOCAN Duhuzimbaraga,COOCAN coop.,"Karambi, Nyamasheke, Western",86.44,,,18,5.1,11821.8,"Wataru & Co., Ltd",Rwanda,2014
3766,19,420.0,Musenyi CWS/West hills coffee,Musenyi Coffee,"Gishyita, Karongi, Western",86.44,,,19,5.6,5062.4,MOKKA SPECIALITY COFFEE,Rwanda,2014
3767,20,510.0,KOAKAKA (II),KOAKAKA/KARAMBI,"Kigoma, Huye, South",86.35,,,20,5.51,6088.55,honuKATOCOFFEE Inc.,Rwanda,2014
3768,21,390.0,Murangara CWS/RWACOF (I),Murangara CWS/RWACOF,"Mubuga, Karongi, Western",86.24,,,21,5.9,4985.5,"Wataru & Co., Ltd",Rwanda,2014
3769,22,660.0,Karengera CWS/Cyiya,Mr.Aphrodis MUGAMBIRA,"Kirimbi, Nyamasheke, Western",85.82,,,22,8.1,11502.0,BP Commerce for Coffee Fiel,Rwanda,2014
3770,23,660.0,Gitesi CWS/KOPAKIKA,Gitesi CWS/KOPAKIKA,"Gitesi, Karongi, Western",85.79,,,23,5.1,7323.6,Orsir Coffee (Taiwan),Rwanda,2014
3771,24,540.0,Remera/BUFCOFFEE,Bufcoffee Company,"Gasaka, Nyamagabe, South",85.74,,,24,5.1,6043.5,"Wataru & Co., Ltd",Rwanda,2014
3772,25,600.0,Maraba I / Cyarumbo,Abahuzamugambi,"Maraba, Huye, South",85.68,,,25,5.1,6543.3,"Wataru & Co., Ltd",Rwanda,2014
3773,26,630.0,COOCAK Kigeyo,Coop.COOKAK,"Kigeyo, Rutsiro, Western",85.41,,,26,5.5,7359.0,"Hiro Coffee Co.,Ltd.",Rwanda,2014
3774,27,330.0,Murangara CWS/RWACOF (II),Murangara CWS/RWACOF,"Mubuga, Karongi, Western",85.35,,,27,7.1,5041.0,Crop To Cup Coffee Importers,Rwanda,2014
3775,28,390.0,RWACOF Mushonyi,RWACOF Mushonyi,"Mushonyi, Rutsiro, Western",85.24,,,28,5.7,4748.1,"Tres Cabezas Berlin Stock Spittel GbR, List & Beisler GmbH, Doubleshot s.r.o.",Rwanda,2014
3776,1,690.0,Gishugi CAFERWA – CWS – Shangi,BAZIMAZIKI Emmanuel,"Nyamasheke, Western",91.09,,,1,20.8,32219.2,"UCC Ueshima Coffee Co., Ltd.",Rwanda,2013
3777,2,840.0,N.C.M.C Mibirizi-CWS,NIYIBIZI Venuste,"Rusizi, Western",89.94,,,2,15.55,28954.1,"Time’s Club, Honey Coffee, Tashiro Coffee, Kyokuto Fadie Corporation, Coffee Libre",Rwanda,2013
3778,3,630.0,Gisuma Coffee,MUGIRANEZA Jean Pierre,"Rusizi, Western",89.69,,,3,11.3,15209.8,"Maruyama Coffee, Cafe Maple (Japan), George Howell Coffee (USA) and Orsir Coffee (Taiwan)",Rwanda,2013
3779,4,690.0,KOAKAKA- Muganza,MUKAMPIRWA Marie,"Huye, Southern",89.47,,,4,9.0,13293.0,"EL CAFE coffee roasters, Seo Dongjin’s Coffee Lab, Told a Story, Beansfree, Coffee President, Coffee Island (S.Korea)",Rwanda,2013
3780,5,840.0,Maraba III – Sovu,KAMANA Alphonse,"Huye, Southern",89.44,,,5,8.0,14840.0,Campos Coffee,Rwanda,2013
3781,6,750.0,Huye Mountain Coffee,NYABYENDA Jean Damascene,"Huye, Southern",88.88,,,6,8.0,12808.0,"Wataru & Co., Ltd.",Rwanda,2013
3782,7,870.0,Muyongwe Coffee,Yambabariye Jean Damascene,"Gakenke, Northern",88.5,,,7,8.2,15006.0,Kaffebrenneriet as,Rwanda,2013
3783,8,870.0,N.C.M.C Mibirizi-CWS 2,KAYIJAHO M. Boniface,"Rusizi, Western",88.44,,,8,8.15,15582.8,Campos Coffee,Rwanda,2013
3784,9,480.0,Simbi CWS,HAVUGIMANA Jean Damascene,"Huye, Southern",86.78,,,9,8.05,8444.45,"Wataru & Co., Ltd.",Rwanda,2013
3785,10,450.0,SACOF – Rulindo,HABUMUGISHA Jean Nepomuscene,"Rulindo, Northern",86.66,,,10,8.1,7557.3,Taf Coffee,Rwanda,2013
3786,11a,570.0,Huye Mountain Coffee 2,MUKANKUSI Jaqueline,"Huye, Southern",86.63,,,11,8.4,10735.2,"Bohemian (Anam-dong), Brilliant Coffee Company, Opus Coffee Roasters, Thumb’s up Coffee",Rwanda,2013
3787,11b,660.0,Rwatano CWS,KAGAME,"Gisagara, Southern",86.63,,,11,8.1,12020.4,Wataru and Zoka Coffee,Rwanda,2013
3788,12,900.0,Gatare Coffee,NDUWAMUNGU Alex,"Nyamasheke, Western",86.47,,,12,8.3,15720.2,Kaffebrenneriet as,Rwanda,2013
3789,13,900.0,Dukundekawa – Musasa CWS,TWAGIRAMUNGU Ezechiel,"Gakenke, Northern",86.38,,,13,6.0,11310.0,honuKATOCOFFEE Inc.,Rwanda,2013
3790,14,780.0,KOAKAKA – Karambi,NKURIKIYUMUKIZA Laurent,"Huye, Southern",85.97,,,14,7.5,12270.0,Campos Coffee,Rwanda,2013
3791,1,1110.0,GITESI Washing Station,Gahizi Alexis,"Karongi, Western",90.19,,,1,11.1,26673.3,"Time’s club for C-COOP, Kyokuto Fadie, Tashiro coffee and Coffee Libre",Rwanda,2012
3792,2,750.0,Huye Mountain Coffee Washing…,Nyabyenda Jean Damascene,"Huye, Southern",89.83,,,2,9.1,15042.3,Maruyama Coffee and branch coffee (Japan) and Orsir Coffee (Taiwan),Rwanda,2012
3793,3,960.0,NCMC Mibirizi Washing Station,Multiple farmers on lot,"Rusizi, Western",89.53,,,3,9.9,20473.2,Campos Coffee,Rwanda,2012
3794,4,810.0,Mahembe Washing Station,Musabyimana Justin,"Nyamasheke, Western",89.28,,,4,9.2,15943.6,"TERAROSA, Beany Beans(South Korea)",Rwanda,2012
3795,5,750.0,NCMC Mibirizi Washing Station,Multiple farmers on lot,"Rusizi, Western",89.03,,,5,6.2,10459.4,"Mercanta The Coffee Hunters for Caffè Cataldi (FR), Has Bean Coffee (UK), Kkaffeespezialitaet (AT), Dutch Barista Coffee (NL), Java Coffee Company (PL), Liberty Coffee (SG), Café Lomi (FR), Den Gyldne Bonne AS (NO), Bolling Coffee (UK) and Origin Coffee R",Rwanda,2012
3796,6,780.0,Murundo Washing Station,Niyirema Desire,"Nyamasheke, Western",88.89,,,6,5.6,9553.6,NAGAHAMA COFFEE Inc.,Rwanda,2012
3797,7,990.0,RWASHOSCO/BUFF COFFEE REMERA…,SUMBIRE JUVENAL,"Nyamagabe, Southern",88.58,,,7,5.02,10787.98,Merlo Coffee,Rwanda,2012
3798,8,840.0,RWASHOSCO/MARABA IV KIBINGO…,Nyaminani J.Claude,"Huye, Southern",87.75,,,8,7.08,13112.16,Campos Coffee,Rwanda,2012
3799,9,900.0,RWASHOSCO/MARABA IV KIBINGO…,Serufirira Jean Damascene,"Huye, Southern",87.69,,,9,4.2,8131.2,Kyokuto Fadie Corporation,Rwanda,2012
3800,10,750.0,Mwasa/COACAM Washing Station,Uwineza Eraste,"Nyamasheke, Western",87.69,,,10,6.0,9642.0,"Wataru & Co., Ltd.",Rwanda,2012
3801,11,1170.0,Nyamwenda/COOPAC Washing…,RWAKAGARA NZUNGIZE Emmanuel,"Rubavu, Western",86.97,,,11,4.0,10248.0,"Wataru & Co., Ltd.",Rwanda,2012
3802,12,810.0,RWASHOSCO/MARABA IV KIBINGO…,Mutimwinka Christine,"Huye, Southern",86.78,,,12,4.61,8233.46,CHOI Coffee Roasters Company,Rwanda,2012
3803,13,780.0,Vunga Coffee Washing Station,Mbarushimana Alphonse,"Nyabihu, Western",86.69,,,13,4.3,7396.0,Falcon Commodities Ltd,Rwanda,2012
3804,14,840.0,RWASHOSCO/Maraba III Sovu…,Akimana Triphine,"Huye, Southern",86.69,,,14,4.1,7556.3,"elbgold Röstkaffee GmbH (DE), VIEIA KAVA (LT), La Bohème Café (CZ)",Rwanda,2012
3805,15,780.0,Kirorero/COOPAC Washing…,MUKABIHEZANDE Pacifique,"Rutsiro, Western",86.64,,,15,5.6,9357.6,Wataru for OGAWA COFFEE,Rwanda,2012
3806,16,2040.0,Nyakizu Washing Station,Batakanwa Celestin,"Nyaruguru, Southern",86.58,,,16,4.7,21023.1,"Tashiro Coffee Co.,Ltd",Rwanda,2012
3807,17,840.0,Misozi/Abakundakawa/Rushashi…,Bicamumakuba Jean-Marie Vianney,"Gakenke, Northern",86.58,,,17,4.0,7408.0,honuKATOCOFFEE Inc,Rwanda,2012
3808,18,810.0,RWASHOSCO/Musasa-Ruli…,Maniragaba Casmir,"Gakenke, Northern",86.53,,,18,5.1,9006.6,Strategic Coffee Concepts for DeTower LLC,Rwanda,2012
3809,19,1080.0,RWASHOSCO/Buff Coffee…,MUDAKIKWA EVARISITI,"Nyamagabe, Southern",86.39,,,19,4.6,10750.2,"Wataru & Co., Ltd.",Rwanda,2012
3810,20,1080.0,Rugamba Washing Station,Muremera Jervais,"Rutsiro, Western",86.36,,,20,4.0,9312.0,Kaffebrenneriet as,Rwanda,2012
