,OBJRANK,WEIGHT(KG),FARM,FARMER/REPRESENTATIVE,REGION,SCORE,VARIETY,PROCESS,NUMRANK,HIGH_BID,TOTAL_VALUE,BUYERS,COUNTRY,YEAR
136,17,360.0,Fazenda Paraíso,Jorge Barakat,Cerrado Mineiro,88.02,Catuaí 144,Pulped Natural,17,11.9,9444.79,TAKAMURA COFFEE ROASTERS,Brazil,2019
137,18,360.0,Fazenda Dona Neném,Eduardo Pinheiro Campos,Cerrado Mineiro,87.8,Yellow Bourbon,Natural,18,8.4,6666.91,Kaffebrenneriet As,Brazil,2019
138,19,480.0,Fazenda Zaroca,Gilberto Augusto Cainelli Basilio,Sul de Minas,87.69,Yellow Bourbon,Natural,19,9.0,9524.16,"Wataru & Co., Ltd.",Brazil,2019
139,20,360.0,Fazenda Fortaleza,Alessandro Alves Hervaz,Mantiqueira de Minas,87.68,Yellow Bourbon,Natural,20,10.1,8016.17,"TOA COFFEE Co.,Ltd.",Brazil,2019
140,21,360.0,Fazenda Camocim,Henrique Leivas Sloper de Araújo,Montanhas do Espírito Santo,87.68,Catucaí Açu-Iapar 59,Pulped Natural,21,8.0,6349.44,Kyokuto Fadie Corporation,Brazil,2019
141,22,450.0,Sítio Santa Terezinha,Edson Rosa Garcia,Mantiqueira de Minas,87.54,Acaiá,Natural,22,7.7,7639.17,Honu Kato Coffee Inc.,Brazil,2019
142,23,360.0,Fazenda Barreiro,Francisco Otávio Lotufo,Sul de Minas,87.52,Yellow Bourbon,Pulped Natural,23,7.1,5635.13,"Wataru & Co., Ltd.",Brazil,2019
143,24,330.0,Sítio Fortaleza,Júlio Cesar Ferreira,Mantiqueira de Minas,87.48,Yellow Bourbon,Natural,24,8.0,5820.32,cosmetocafe,Brazil,2019
144,25,360.0,Sítio dos Estouros,José Mauro Miranda,Matas de Minas,87.43,Catuaí 44,Pulped Natural,25,7.1,5635.13,"Wataru & Co., Ltd.",Brazil,2019
145,26,360.0,Fazenda Santa Mônica,Jean Vilhena Faleiros,Sul de Minas,87.34,Yellow Bourbon,Natural,26,8.7,6905.02,"Mercanta The Coffee Hunters, Alchemist Singapore, Artisan Roast Scotland, Dark Woods Coffee England, Micro Coffee Roasters China",Brazil,2019
146,27,360.0,Nascentes da Grama,Clayton Mapelli Cerri,Média Mogiana,87.16,Obatã,Natural,27,7.0,5555.76,"Wataru & Co., Ltd.",Brazil,2019
147,1a,180.0,Fazenda Paraíso,Maria do Carmo Andrade – Andrade Bros,Cerrado Mineiro,93.26,Catuaí Vermelho,Natural,1,80.1,31786.08,CTS Coffee Trading Stehl GmbH,Brazil,2018
148,1b,180.0,Fazenda Paraíso,Maria do Carmo Andrade – Andrade Bros,Cerrado Mineiro,93.26,Catuaí Vermelho,Natural,1,51.0,20238.33,"Maruyama Coffee, Sarutahiko Coffee, DABOV Specialty Coffee, GoodBoyBob Coffee",Brazil,2018
149,2a,210.0,Fazenda São Pedro,Robson Vilela Martins,Mantiqueira de Minas,92.06,Catucaí Amarelo,Natural,2,20.3,9398.29,HoneyCoffee (Izaki Coffee Co. Ltd),Brazil,2018
150,2b,180.0,Fazenda São Pedro,Robson Vilela Martins,Mantiqueira de Minas,92.06,Catucaí Amarelo,Natural,2,20.4,8095.33,"Time’s Club (Japan), Coffee Libre (South Korea), Valley Coffee Roasters (China)",Brazil,2018
151,3a,210.0,Chácara São Severino,Salvador da Paixão Mesquita,Chapada Diamantina,91.91,Catuaí 144,Natural,3,14.0,6481.58,Wataru for GOLPIE COFFEE,Brazil,2018
152,3b,180.0,Chácara São Severino,Salvador da Paixão Mesquita,Chapada Diamantina,91.91,Catuaí 144,Natural,3,14.09,5591.33,"UCC Ueshima Coffee Co., Ltd.",Brazil,2018
153,4a,150.0,Chácara Vista Alegre,José Renato Rodrigues Alves,Chapada Diamantina,91.35,Catuaí 144,Natural,4,10.1,3339.97,CAFFE PASCUCCI,Brazil,2018
154,4b,180.0,Chácara Vista Alegre,José Renato Rodrigues Alves,Chapada Diamantina,91.35,Catuaí 144,Natural,4,13.0,5158.79,Wataru for VOILA COFFEE,Brazil,2018
155,5a,180.0,Fazenda Campo Alegre,Silvia Dias Cambraia,Sul de Minas,91.09,Catucaí,Natural,5,13.1,5198.47,"Maruyama Coffee Co., Ltd.",Brazil,2018
156,5b,180.0,Fazenda Campo Alegre,Silvia Dias Cambraia,Sul de Minas,91.09,Catucaí,Natural,5,12.7,5039.74,TIMESCLUB,Brazil,2018
157,6a,180.0,Sítio da Torre,Alvaro Antônio Pereira Coli,Mantiqueira de Minas,90.74,Bourbon Amarelo,Natural,6,7.6,3015.91,"Wataru & Co., Ltd",Brazil,2018
158,6b,180.0,Sítio da Torre,Alvaro Antônio Pereira Coli,Mantiqueira de Minas,90.74,Bourbon Amarelo,Natural,6,7.6,3015.91,"Wataru & Co., Ltd",Brazil,2018
159,7a,180.0,Fortaleza,Augusto Borges Ferreira,Mantiqueira de Minas,90.18,Catuaí Vermelho 99,Natural,7,8.4,3333.37,"Wataru & Co., Ltd",Brazil,2018
160,7b,180.0,Fortaleza,Augusto Borges Ferreira,Mantiqueira de Minas,90.18,Catuaí Vermelho 99,Natural,7,8.6,3412.74,"Tashiro Coffee Co., Ltd",Brazil,2018
161,8a,150.0,Fazenda Fortaleza,Alessandro Alves Hervaz,Mantiqueira de Minas,90.15,Bourbon Amarelo,Natural,8,10.1,3339.97,"TOA COFFEE Co.,Ltd.",Brazil,2018
162,8b,180.0,Fazenda Fortaleza,Alessandro Alves Hervaz,Mantiqueira de Minas,90.15,Bourbon Amarelo,Natural,8,10.09,4004.01,InterAmerican Coffee GmbH,Brazil,2018
163,9,360.0,Fazenda Bela Época,Luiz da Cunha Sobrinho,Alta Mogiana,89.5,Catucaí Amarelo 2Sl,Natural,9,6.3,5000.06,"Mercanta The Coffee Hunters UK, ECO4 UK, Times Club Japan",Brazil,2018
164,10,900.0,Nossa Senhora Aparecida,Roney Dias Villela,Mantiqueira de Minas,89.41,Bourbon Amarelo,Natural,10,10.5,20833.68,Terarosa (Haksan Co.Ltd),Brazil,2018
165,11,720.0,Sitio Nossa Senhora Aparecida,Marlise Pereira Junqueira,Mantiqueira de Minas,89.38,Bourbon Amarelo,Natural,11,5.5,8730.32,Honu Kato Coffee Inc.,Brazil,2018
166,12,360.0,Fazenda Espigão do Palmital,Edu Leandro Melo,Cerrado Mineiro,89.26,Catiguámg2,Natural,12,5.6,4444.5,"GSC International Co., Ltd.",Brazil,2018
167,13,360.0,Fazenda Santa Rita – Central Mattos,Filomena Estefânia de Mattos Couto,Cerrado Mineiro,89.26,Topázio Amarelo,Natural,13,7.1,5634.99,"Wataru & Co., Ltd",Brazil,2018
168,14,360.0,Sitio Grota Fria,Ademilson Noiman Borges,Mantiqueira de Minas,89.03,Mundo Novo,Natural,14,6.8,5396.89,"Wataru & Co., Ltd",Brazil,2018
169,15,570.0,Fazenda Alto da Serra,Valdeci Domingos Nascimento,Sul de Minas,88.91,Catuaí Amarelo,Natural,15,5.6,7037.13,"GSC International Co., Ltd.",Brazil,2018
170,16,450.0,Fazenda Pedra Preta,Antônio Fortes Bustamante,Mantiqueira de Minas,88.85,Bourbon Amarelo,Natural,16,5.5,5456.44,Honu Kato Coffee Inc.,Brazil,2018
171,17,360.0,Fazenda Barinas,Marcio Borges Castro Alves,Cerrado Mineiro,88.79,Bourbon Amarelo,Natural,17,5.6,4444.5,"NIPPON COFFEE TRADING CO., LTD.",Brazil,2018
172,18,600.0,Fazenda Cachoeira da Grama,Gabriel de Carvalho Dias,Média Mogiana,88.65,Bourbon,Natural,18,6.2,8201.17,"Brazcof Inc. for Detour Coffee, Propeller Coffee, & Nossa Familia Coffee",Brazil,2018
173,19,360.0,Sitio do Bone,Vanderlei Paulo Martins,Matas de Minas,88.35,Catuaí,Natural,19,6.2,4920.69,Campos Coffee,Brazil,2018
174,20,540.0,Sítio Mandioca,Ronaldo Reis Madeira,Sul de Minas,88.32,Catuaí Vermelho,Natural,20,5.5,6547.75,Honu Kato Coffee Inc.,Brazil,2018
175,21,360.0,Fazenda Claudio,Vitor Marcelo Queiroz Barbosa,Cerrado Mineiro,88.21,Catuai Amarelo 62,Natural,21,5.9,4682.59,SOL PANAMBY SPECIALTY COFFEES,Brazil,2018
176,22,360.0,Fazenda Vitória,Lissa Fukuda Marra,Cerrado Mineiro,88.15,Maragogipe,Natural,22,5.5,4365.13,"Wataru & Co., Ltd",Brazil,2018
177,23,540.0,Chácara Capãozinho,Glayco Barbosa,Chapada Diamantina,88.09,Catuaí 144,Natural,23,5.5,6547.75,"Tashiro Coffee Co., Ltd",Brazil,2018
178,24,900.0,Sitio Santo Antonio,Vicente Vanildo Do Nascimento,Mantiqueira de Minas,87.91,Catucaí Amarelo,Natural,24,5.5,10912.88,Honu Kato Coffee Inc.,Brazil,2018
179,25,360.0,Fazenda Sertãozinho,Fazenda Sertãozinho LTDA.,Sul de Minas,87.88,Arara,Natural,25,5.5,4365.13,Café Fazenda Sertãozinho,Brazil,2018
180,26,420.0,Sitio Alto da Serra,Domiciano Paulo Gonçalves,Mantiqueira de Minas,87.79,Catuaí Vermelho,Natural,26,5.5,5092.67,"Wataru & Co., Ltd",Brazil,2018
181,27,360.0,Sitio Córrego dos Machados,Antonio Marcio Lopes,Matas de Minas,87.79,Catuai 44,Natural,27,5.5,4365.13,TALK IN COFFEE,Brazil,2018
182,28,360.0,Sítio São Francisco,Adriana De Barros Rodrigues,Mantiqueira de Minas,87.76,Bourbon Amarelo,Natural,28,5.5,4365.13,Honu Kato Coffee Inc.,Brazil,2018
183,29,450.0,Fazenda Nossa Senhora Aparecida,Edmo Junqueira Villela,Mantiqueira de Minas,87.59,Bourbon Amarelo,Natural,29,5.5,5456.44,"Maruyama Coffee Co., Ltd.",Brazil,2018
184,30,480.0,Sítio Córrego Grande,Sérgio dos Reis Oliveira,Sul de Minas,87.59,Catucaí Amarelo,Natural,30,5.5,5820.21,"Maruyama Coffee Co., Ltd.",Brazil,2018
185,31,600.0,Sítio Santa Terezinha,Edson Rosa Garcia,Mantiqueira de Minas,87.56,Catucaí Amarelo,Natural,31,5.5,7275.24,Honu Kato Coffee Inc.,Brazil,2018
186,32,900.0,Fazenda Do Sertão,Nazareth Dias Pereira E Outros,Mantiqueira de Minas,87.53,Bourbon Amarelo,Natural,32,5.5,10912.88,"Maruyama Coffee Co., Ltd.",Brazil,2018
187,33,360.0,Fazenda São Bento,Rodrigo de Castro Andrade – Andrade Bros,Cerrado Mineiro,87.41,Catuaí Vermelho,Natural,33,5.5,4365.13,"Wataru & Co., Ltd",Brazil,2018
188,34,330.0,Fazenda Esperança,Bruno Oliveira Sidney de Souza,Cerrado Mineiro,87.41,Icatu Amarelo,Natural,34,6.0,4365.18,SOL PANAMBY SPECIALTY COFFEES,Brazil,2018
189,35,360.0,Serra Do Triunfo,Wagner Teodoro Da Silva,Mantiqueira de Minas,87.21,Catuaí Amarelo,Natural,35,5.5,4365.13,Honu Kato Coffee Inc.,Brazil,2018
190,36,360.0,Fazenda São Sebastião,Jung H. Kim,Sul de Minas,87.12,Bourbon Amarelo,Natural,36,5.5,4365.13,"Maruyama Coffee Co., Ltd.",Brazil,2018
191,37,360.0,Fazenda Santo André,Dimap S.A,Cerrado Mineiro,86.91,Catiguá,Natural,37,5.5,4365.13,"Maruyama Coffee Co., Ltd.",Brazil,2018
192,1A,180.0,FAZENDA CAMOCIM 2017 {ORG /…,HENRIQUE LEIVAS SLOPER DE ARAUJO,"DOMINGOS MARTINS, Espírito Santo",93.6,,,1,90.2,35794.07,"Maruyama Coffee, TOA Coffee, Sarutahiko Coffee",Brazil,2017
193,1B,180.0,FAZENDA CAMOCIM 2017 {ORG /…,HENRIQUE LEIVAS SLOPER DE ARAUJO,"DOMINGOS MARTINS, Espírito Santo",93.6,,,1,80.3,31865.45,"Nippon Coffee Trading Co., Ltd.",Brazil,2017
194,2A,210.0,SÍTIO CAMINHO DA SERRA 2017,PAULO HENRIQUE MIRANDA,"ARAPONGA , MATAS DE MINAS",92.37,,,2,30.6,14166.88,Brew92,Brazil,2017
195,2B,210.0,SÍTIO CAMINHO DA SERRA 2017,PAULO HENRIQUE MIRANDA,"ARAPONGA , MATAS DE MINAS",92.37,,,2,35.2,16296.54,HoneyCoffee (Izaki Coffee Co. Ltd),Brazil,2017
196,3A,180.0,FAZENDAS KLEM 2017 {RAO / UTZ},FAZENDAS KLEM,"LUISBURGO, MATAS DE MINAS",91.17,,,3,25.4,10079.48,Single O,Brazil,2017
197,3B,180.0,FAZENDAS KLEM 2017 {RAO / UTZ},FAZENDAS KLEM,"LUISBURGO, MATAS DE MINAS",91.17,,,3,25.4,10079.48,Coffee Me Up (Korea),Brazil,2017
198,4A,420.0,FAZENDA SÃO SILVESTRE 2017…,ISMAEL JOSÉ DE ANDRADE,"SERRA DO SALITRE, CERRADO MINEIRO",91.03,,,4,12.1,11203.87,Saza Coffee,Brazil,2017
199,4B,390.0,FAZENDA SÃO SILVESTRE 2017…,ISMAEL JOSÉ DE ANDRADE,"SERRA DO SALITRE, CERRADO MINEIRO",91.03,,,4,11.8,10145.64,"Maruyama Coffee Co., Ltd.",Brazil,2017
200,5A,450.0,SÍTIO CACHOEIRA 2017,JOSÉ BERNARDES SANTANA JUNIOR,"ARAPONGA, MATAS DE MINAS",90.67,,,5,15.6,15476.45,Campos Coffee,Brazil,2017
201,5B,450.0,SÍTIO CACHOEIRA 2017,JOSÉ BERNARDES SANTANA JUNIOR,"ARAPONGA, MATAS DE MINAS",90.67,,,5,15.4,15278.03,"Proud Mary Coffee Roasters, Dragonfly coffee roasters, Coffee Libre, Times Club",Brazil,2017
202,6,360.0,FAZENDA SERTÃOZINHO 2017 {UTZ},FAZENDA SERTÃOZINHO LTDA,"BOTELHOS, SUL DE MINAS",89.73,,,6,9.5,7539.77,Café Orfeu,Brazil,2017
203,7,330.0,SÍTIO ESPERANÇA 2017,ALESSANDRO ALVES HERVAZ,"SÃO GONÇALO DO SAPUCAÍ, MANTIQUEIRA DE MINAS",89.56,,,7,13.0,9457.76,Dragonfly Coffee Roasters,Brazil,2017
204,8,330.0,FAZENDA SÃO BENTO (GRUPO…,RODRIGO DE CASTRO ANDRADE,"CARMO DO PARANAÍBA, CERRADO MINEIRO",89.5,,,8,8.7,6329.42,CTS Coffee Trading Stehl GmbH,Brazil,2017
205,9,330.0,MINAMIHARA OURO VERDE 2017,GETULIO MITSUHIRO MINAMIHARA,"CRISTAIS PAULISTA, ALTA MOGIANA",88.93,,,9,15.2,11058.3,Kyokuto Fadie Corporation,Brazil,2017
206,10,330.0,SÍTIO VARGEM ALEGRE 2017,CLEVERSON DANIEL DA SILVA,"CRISTINA, MANTIQUEIRA DE MINAS",88.74,,,10,9.6,6984.19,"Orsir Coffee (Taiwan), TRN(Taiwan Roasters Network)",Brazil,2017
207,11,330.0,MINAMIHARA PAINEIRAS 2017,ANDERSON MITSUHIRO MINAMIHARA,"FRANCA, ALTA MOGIANA",88.7,,,11,15.2,11058.3,"UCC Ueshima Coffee Co., Ltd.",Brazil,2017
208,12,570.0,NOSSA SENHORA APARECIDA 2017,RONEY DIAS VILLELA,"CARMO DE MINAS, MANTIQUEIRA DE MINAS",88.67,,,12,8.2,10304.37,Kyokuto Fadie Corporation,Brazil,2017
209,13,330.0,FAZENDA BOA VISTA 2017,MARCELO CARVALHO FERRAZ,"DOM VIÇOSO, MANTIQUEIRA DE MINAS",88.65,,,13,6.6,4801.63,"YEUANYEOU ENTERPRISE CO., LTD",Brazil,2017
210,14,720.0,SÍTIO SÃO JOAQUIM 2017,JESIMAR DE OLIVEIRA SANDRI,"CONCEIÇÃO DAS PEDRAS, MANTIQUEIRA DE MINAS",88.6,,,14,6.7,10635.11,Honu Kato Coffee Inc.,Brazil,2017
211,15,300.0,FAZENDA FORTALEZA 2017,GRASIELA MARIS DE SOUZA,"SÃO GONÇALO DO SAPUCAÍ , MANTIQUEIRA DE MINAS",88.37,,,15,9.2,6084.79,Veneziano Coffee Roasters,Brazil,2017
212,16,900.0,FAZENDA ELDORADO 2017,ELVIS VILHENA FALEIROS,"IBIRACI , SUL DE MINAS",88.2,,,16,6.9,13690.7,Honu Kato Coffee Inc.,Brazil,2017
213,17,360.0,FAZENDA RIO BRILHANTE CAFÉ…,INÁCIO CARLOS URBAN,"COROMANDEL, CERRADO MINEIRO",88.07,,,17,8.5,6746.11,Kaffebrenneriet As,Brazil,2017
214,18,390.0,SÍTIO BALAIO 2017,JOÃO AUGUSTO SOFFE MEIRELLES,"PEDRALVA , MANTIQUEIRA DE MINAS",88.0,,,18,7.8,6706.44,"WATARU for OGAWA COFFEE Co.,Ltd.",Brazil,2017
215,19,870.0,FAZENDA ELDORADO 2017,LAERCE FRANCA FALEIROS,"IBIRACI, SUL DE MINAS",87.97,,,19,6.1,11699.92,"Wataru & Co., Ltd.",Brazil,2017
216,20,360.0,SÍTIO SERRA PELADA 2017,GABRIEL ANTÔNIO MADEIRA,"NOVA RESENDE, SUL DE MINAS",87.63,,,20,6.3,5000.06,"Wataru & Co., Ltd.",Brazil,2017
217,21,360.0,ECOAGRICOLA CAFÉ LTDA 2017…,ECOAGRICOLA CAFÉ LTDA,"FRANCISCO DUMONT, Minas Gerais",87.57,,,21,8.3,6587.38,WATARU for TAKAMURA COFFEE ROASTERS,Brazil,2017
218,22,330.0,FAZENDA DO SERTÃO 2017,NAZARETH DIAS PEREIRA,"CARMO DE MINAS, MANTIQUEIRA DE MINAS",87.53,,,22,6.6,4801.63,"Nippon Coffee Trading Co., Ltd.",Brazil,2017
219,23,870.0,FAZENDA BOA ESPERANÇA 2017,REJANE FALEIROS DE MORAES,"IBIRACI , SUL DE MINAS",87.47,,,23,6.5,12467.13,Honu Kato Coffee Inc.,Brazil,2017
220,24,420.0,FAZENDA SÃO LOURENÇO 2017 {RA…,COMERCIAL MINEIRA SA,"VARJÃO DE MINAS, CERRADO MINEIRO",87.23,,,24,9.1,8426.05,Ecom Japan Limited,Brazil,2017
221,25,360.0,JOSÉ PACELI FERNANDES 2017,JOSÉ PACELI FERNANDES,"PEDRALVA, MANTIQUEIRA DE MINAS",87.17,,,25,6.4,5079.42,"GSC International Co., Ltd. / Shanghai Borong International Trading Co., Ltd – China",Brazil,2017
222,26,360.0,JARDIM DAS OLIVEIRAS 2017,SIMONE A. DIAS SAMPAIO SILVA,"ARAPONGA, Minas Gerais",87.03,,,26,6.6,5238.16,"Wataru & Co., Ltd.",Brazil,2017
223,27,330.0,FAZENDA BAÚ 2017 {RA / UTZ},TOMIO FUKUDA,"LAGOA FORMOSA , CERRADO MINEIRO",86.82,,,27,9.1,6620.43,"Wataru & Co., Ltd.",Brazil,2017
224,28,360.0,FAZENDA CARACOL 2017,CRISTINA DIAS SAMPAIO GEROLIMICH,"ARAPONGA , MATAS DE MINAS",86.73,,,28,6.5,5158.79,Honu Kato Coffee Inc.,Brazil,2017
225,29,330.0,SÍTIO SÃO SEBASTIÃO 2017,SEBASTIÃO DANIEL DA SILVA,"CRISTINA, MANTIQUEIRA DE MINAS",86.7,,,29,7.6,5529.15,Wataru for NOZY COFFEE,Brazil,2017
226,30,360.0,SÍTIO NOSSA SENHORA DA MATA…,EMERSON AFONSO DA SILVA,"CRISTINA , MANTIQUEIRA DE MINAS",86.53,,,30,6.3,5000.06,Parisi Artisan Coffee / Paris Brothers,Brazil,2017
227,31,720.0,FAZENDA CACHOEIRA DA GRAMA…,GABRIEL DE CARVALHO DIAS,"SÃO SEBASTIÃO DA GRAMA, MÉDIA MOGIANA",86.27,,,31,5.5,8730.32,Honu Kato Coffee Inc.,Brazil,2017
228,32,330.0,MINAMIHARA SANTA MARIA 2017,CLARA K. T.MINAMIHARA,"CRISTAIS PAULISTA, ALTA MOGIANA",86.2,,,32,6.4,4656.13,"Eu Amo Rio, LLC.",Brazil,2017
229,1a,300.0,Fazenda Guariroba,Homero Aguiar Paiva,"Santo Antônio Do Amparo – Mg, Sul De Minas",90.5,,,1,40.6,27039.6,"Maruyama Coffee, Toa Coffee, Time’s Club Inc., & Sarutahiko Coffee",Brazil,2016
230,1b,270.0,Fazenda Guariroba,Homero Aguiar Paiva,"Santo Antônio Do Amparo – Mg, Sul De Minas",90.5,,,1,36.8,21748.8,Starbucks Coffee Trading Company,Brazil,2016
231,2a,180.0,Sítio Vargem Alegre,Cleverson Daniel Da Silva,"Cristina – Mg, Mantiqueira De Minas",90.34,,,2,40.2,15959.4,Almacielo,Brazil,2016
232,2b,180.0,Sítio Vargem Alegre,Cleverson Daniel Da Silva,"Cristina – Mg, Mantiqueira De Minas",90.34,,,2,40.1,15919.7,Project Origin/Honey Coffee/Tim Adams,Brazil,2016
233,3a,330.0,Sítio Paraíso-Lote 3 (2016),Cristiana Maria Carneiro Bustamante Figueira,"Conceição Das Pedras – Mg, Mantiqueira De Minas",90.26,,,3,22.0,15884.0,Campos Coffee,Brazil,2016
234,3b,300.0,Sítio Paraíso-Lote 3 (2016),Cristiana Maria Carneiro Bustamante Figueira,"Conceição Das Pedras – Mg, Mantiqueira De Minas",90.26,,,3,22.0,14674.0,Brew92,Brazil,2016
235,4a,300.0,Fazenda Caracol (2016),Cristina Dias Sampaio Gerolimich,"Araponga – Mg, Matas De Minas",90.03,,,4,10.4,6926.4,"Latorre & Dutch Coffee Traders & Fisher Coffee Co., Ltd.",Brazil,2016
236,4b,270.0,Fazenda Caracol (2016),Cristina Dias Sampaio Gerolimich,"Araponga – Mg, Matas De Minas",90.03,,,4,10.3,6087.3,Wataru for Golpie Coffee,Brazil,2016
237,5,420.0,Chácara São Severino,Salvador Da Paixão Mesquita,"Piatã – Ba, Chapada Diamantina",89.82,,,5,9.2,8519.2,Kaffebrenneriet As,Brazil,2016
238,6,330.0,Fazenda Santa Lucia,Alexandre Alvarenga Garcia,"Varginha – Mg, Sul De Minas",89.53,,,6,13.0,9464.0,Project Origin/Honey Coffee/Tim Adams,Brazil,2016
239,7,330.0,Sitio Armadillo,Pedro Brás,"Vargem Bonita – Mg, Sul De Minas",89.26,,,7,11.0,8008.0,Huracan Coffee (Sviezia Kava UAB),Brazil,2016
240,8,660.0,Fazenda Nossa S Aparecida,Roney Dias Villela,"Carmo De Minas – Mg, Mantiqueira De Minas",88.95,,,8,19.3,28081.5,Terarosa (Haksan Co.Ltd),Brazil,2016
241,9,420.0,Sitio Sao Sebastiao,Sebastiao Daniel Da Silva,"Cristina – Mg, Mantiqueira De Minas",88.42,,,9,9.3,8611.8,"Mad for C.O.E Alliance (Grand Cru Coffee in China, Gee Coffee Roasters in China, Dans Coffee in Chilie, Green Label Roasters in USA, LaB Coffee & Roasters in USA)",Brazil,2016
242,10,870.0,Sitio Mangueira (2016),Janise Maria Santana Carvalho,"Araponga – Mg, Matas De Minas",87.61,,,10,7.3,14001.4,"GSC International Co., Ltd. / Shanghai Borong International Trading Co., Ltd – China",Brazil,2016
243,11,870.0,Fazenda Barinas,Marcio Borges Castro Alves,"Araxá – Mg, Cerrado Mineiro",87.58,,,11,8.0,15344.0,Wataru for Ogawa Coffee,Brazil,2016
244,12,510.0,Sítio Leite,Edilaine Zaneti Morais,"Poços De Caldas – Mg, Sul De Minas",87.55,,,12,8.0,8992.0,UCC Coffee UK,Brazil,2016
245,13,330.0,Fazenda Vargem Grande,Edson Tamekuni,"Campos Altos – Mg, Cerrado Mineiro",86.97,,,13,7.1,5168.8,Mare Terra Green Coffee,Brazil,2016
246,14,870.0,Fazenda Pedra Redonda (2016),José Bernardes Santana,"Araponga – Mg, Matas De Minas",86.95,,,14,8.1,15535.8,Orsir Coffee (Taiwan) & TRN (Taiwan Roasters Network),Brazil,2016
247,15,360.0,Sitio Serra,Marcelo Morais,"Poços De Caldas – Mg, Sul De Minas",86.55,,,15,7.4,5875.6,"Wataru & Co., Ltd.",Brazil,2016
248,16,870.0,Fazenda Eldorado,Elvis Vilhena Faleiros,"Ibiraci – Mg, Sul De Minas",86.45,,,16,7.0,13426.0,"Wataru & Co., Ltd.",Brazil,2016
249,17,630.0,Fazenda Capim Branco,Ismael José De Andrade,"Carmo Do Paranaíba – Mg, Cerrado Mineiro",86.34,,,17,7.0,9723.0,"Wataru & Co., Ltd.",Brazil,2016
250,18,600.0,Sitio Posses,Jose Edvaldo Pinto,"Pedralva – Mg, Mantiqueira De Minas",86.24,,,18,7.0,9261.0,"Wataru & Co., Ltd.",Brazil,2016
251,19,330.0,Fazenda Terra Preta,Fernanda Silveira Maciel Raucci,"Pedregulho – Sp, Alta Mogiana",86.05,,,19,7.3,5314.4,Latorre & Dutch Coffee Traders,Brazil,2016
252,1,1050.0,Sitio São Sebastião,Sebastião Afonso da Silva,"Cristina, Minas Gerais",94.47,,,1,8.1,18751.5,"Maruyama Coffee, Yamada Coffee, Branch Coffee, Toa Coffee, Time’s Club, Saza Coffee (Japan) / Campos Coffee (Australia) / Coffee Libre (South Korea)",Brazil,2015
253,2,660.0,Fazenda Irmãs Pereira,Maria Valeria Costa Pereira,"Carmo de Minas, Minas Gerais",92.77,,,2,4.4,6402.22,"Maruyama Coffee, Pon Pon Coffee, Sugi Coffee Roasting",Brazil,2015
254,3,1230.0,Kaquend ~2015,Ralph de Castro Junqueira,"Carmo de Minas, Minas Gerais",90.4,,,3,4.4,11931.42,"NIPPON COFFEE TRADING CO.,LTD.",Brazil,2015
255,4,810.0,Sítio Paraiso (Lote 3),Cristiana Maria Carneiro Bustamante Figueira,"Conceição das Pedras, Minas Gerais",89.9,,,4,5.1,9107.3,Kaffebrenneriet as,Brazil,2015
256,5,2670.0,Fazenda Mantissa,Mauro Bili,"Campestre, Minas Gerais",89.8,,,5,4.0,23545.37,Campos Coffee,Brazil,2015
257,6,870.0,Sitio Santo Antônio ~ 2015,Josdair Vicente Sandi,"Conceição das Pedras, Minas Gerais",89.03,,,6,4.0,7672.09,"Maruyama Coffee Co., Ltd.",Brazil,2015
258,7,1500.0,Fazenda Pedra Redonda ~ 2015,José Bernardes Santana,"Araponga, Minas Gerais",88.63,,,7,4.0,13227.74,Kyokuto Fadie Corporation,Brazil,2015
259,8,810.0,Sítio Rocinha,Fernando Manoel de Oliveira,"Pedralva, Minas Gerais",88.5,,,8,4.0,7142.98,"Maruyama Coffee Co., Ltd.",Brazil,2015
260,9,1350.0,Estância Fonte Alta,Agro Fonte Alta,"Poços de Caldas, Minas Gerais",88.3,,,9,4.2,12500.21,"GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Brazil,2015
261,10,510.0,Fazenda Dos Tachos,Adelino R.B. Semboloni,"Varginha, Minas Gerais",88.2,,,10,4.0,4497.43,NAGAHAMA COFFEE,Brazil,2015
262,11,630.0,Sitio São Francisco de Assis…,Marisa Coli Noronha,"Carmo de Minas, Minas Gerais",87.27,,,11,8.5,11805.75,"Wataru & Co., Ltd",Brazil,2015
263,12,630.0,Sítio da Torre ~ 2015,Alvaro antônio Pereira Coli,"Carmo de Minas, Minas Gerais",87.2,,,12,4.1,5694.54,UCC COFFEE ACADEMY,Brazil,2015
264,13,720.0,Fazenda Recreio ~2015,Homero Teixeira de Macedo Junior,"São Sebastião da Grama, Minas Gerais",86.87,,,13,5.7,9047.77,ECOM Japan Limited,Brazil,2015
265,14,690.0,Santa Izabel,Helisson Afonso da Silva,"Carmo de Minas, Minas Gerais",86.83,,,14,4.0,6084.76,"Wataru & Co., Ltd",Brazil,2015
266,15,690.0,Fazenda Trapia ~2015,Andrea de Souza Rangel,"Baependi, Minas Gerais",86.8,,,15,4.0,6084.76,"Maruyama Coffee Co., Ltd.",Brazil,2015
